"term","type","polarity"
"espalhanco","N",-1
"espalhar","V",-1
"espalhar-se","V",0
"espalmada","adj",0
"espalmadas","adj",0
"espalmado","adj",0
"espalmados","adj",0
"espalmar","V",0
"espampanante","adj",-1
"espampanantes","adj",-1
"espamparar","V",-1
"espanar","V",0
"espancada","adj",-1
"espancadas","adj",-1
"espancado","adj",-1
"espancados","adj",-1
"espancar","V",-1
"espandongar","V",0
"espanhois","adj",0
"espanhol","adj",0
"espanhola","adj",0
"espanholas","adj",0
"espantada","adj",-1
"espantadas","adj",-1
"espantadico","adj",-1
"espantado","adj",-1
"espantados","adj",-1
"espantar","V",1
"espantosa","adj",0
"espantosas","adj",0
"espantoso","adj",0
"espantosos","adj",0
"espargir","V",0
"espargir-se","V",1
"esparramada","adj",-1
"esparramadas","adj",-1
"esparramado","adj",-1
"esparramados","adj",-1
"espartana","adj",0
"espartanas","adj",0
"espartano","adj",0
"espartanos","adj",0
"esparzir","V",0
"esparzir-se","V",1
"espatifada","adj",-1
"espatifadas","adj",-1
"espatifado","adj",-1
"espatifados","adj",-1
"espatifar","V",0
"espaventar","V",1
"espaventar-se","V",1
"espaventosa","adj",0
"espaventosas","adj",0
"espaventoso","adj",0
"espaventosos","adj",0
"espavorecer","V",1
"espavorida","adj",-1
"espavoridas","adj",-1
"espavorido","adj",-1
"espavoridos","adj",-1
"espavorir","V",1
"espavorizar","V",1
"especada","adj",-1
"especadas","adj",-1
"especado","adj",-1
"especados","adj",-1
"especar","V",0
"especiais","adj",1
"especial","adj",1
"especialista","adj",0
"especialistas","adj",0
"especializar","V",1
"especifica","adj",0
"especificar","V",1
"especificas","adj",0
"especifico","adj",0
"especificos","adj",0
"especiosa","adj",0
"especiosas","adj",0
"especioso","adj",0
"especiosos","adj",0
"espectacular","adj",1
"espectaculares","adj",1
"espectador","adj",0
"espectadora","adj",0
"espectadoras","adj",0
"espectadores","adj",0
"espectrais","adj",1
"espectral","adj",1
"especular","V",1
"espedacar","V",-1
"espelhar","V",0
"espelhar-se","V",0
"espelhento","adj",1
"esperada","adj",1
"esperadas","adj",1
"esperado","adj",1
"esperados","adj",1
"esperancada","adj",1
"esperancadas","adj",1
"esperancado","adj",1
"esperancados","adj",1
"esperancar","V",0
"esperancosa","adj",1
"esperancosas","adj",1
"esperancoso","adj",1
"esperancosos","adj",1
"esperar","V",1
"esperdicador","adj",1
"esperdicante","adj",1
"esperdicar","V",-1
"esperta","adj",1
"espertalhao","adj",-1
"espertalhoes","adj",-1
"espertalhona","adj",-1
"espertalhonas","adj",-1
"espertar","V",0
"espertas","adj",1
"espertissima","adj",1
"espertissimas","adj",1
"espertissimo","adj",1
"espertissimos","adj",1
"esperto","adj",1
"espertos","adj",1
"espetacular","adj",0
"espetaculares","adj",0
"espetaculosa","adj",0
"espetaculosas","adj",0
"espetaculoso","adj",1
"espetaculosos","adj",0
"espetada","adj",-1
"espetadas","adj",-1
"espetado","adj",-1
"espetados","adj",-1
"espetar","V",0
"espetar-se ao comprido","IDIOM",-1
"espevitada","adj",0
"espevitadas","adj",0
"espevitado","adj",0
"espevitados","adj",0
"espevitar","V",0
"espezinhada","adj",-1
"espezinhadas","adj",-1
"espezinhado","adj",-1
"espezinhados","adj",-1
"espezinhar","V",-1
"espiar","V",0
"espicacar","V",-1
"espichar","V",0
"espicular","V",1
"espigada","adj",0
"espigadas","adj",0
"espigado","adj",0
"espigados","adj",0
"espigadota","adj",0
"espigadotas","adj",0
"espigadote","adj",0
"espigadotes","adj",0
"espigaitado","adj",1
"espigar","V",1
"espinhar","V",-1
"espinhenta","adj",-1
"espinhentas","adj",-1
"espinhento","adj",-1
"espinhentos","adj",-1
"espinhosa","adj",-1
"espinhosas","adj",-1
"espinhoso","adj",-1
"espinhosos","adj",-1
"espiolhar","V",0
"espionar","V",0
"espipar","V",0
"espiralar","V",1
"espirar","V",0
"espirita","adj",0
"espiritar","V",1
"espiritas","adj",0
"espiritista","adj",0
"espiritistas","adj",0
"espirituais","adj",0
"espiritual","adj",0
"espiritualista","adj",0
"espiritualistas","adj",0
"espirituosa","adj",1
"espirituosas","adj",1
"espirituoso","adj",1
"espirituosos","adj",1
"esplandecer","V",0
"esplendecer","V",0
"esplendente","adj",1
"esplendentes","adj",1
"esplender","V",0
"esplendida","adj",1
"esplendidas","adj",1
"esplendidissima","adj",1
"esplendidissimas","adj",1
"esplendidissimo","adj",1
"esplendidissimos","adj",1
"esplendido","adj",1
"esplendidos","adj",1
"esplendissima","adj",1
"esplendissimas","adj",1
"esplendissimo","adj",1
"esplendissimos","adj",1
"esplendor","adj",1
"esplendorar","V",0
"esplendorosa","adj",1
"esplendorosas","adj",1
"esplendoroso","adj",1
"esplendorosos","adj",1
"espoliada","adj",0
"espoliadas","adj",0
"espoliado","adj",0
"espoliados","adj",0
"espoliar","V",0
"esponjar","V",0
"espontanea","adj",1
"espontaneas","adj",1
"espontaneidade","N",1
"espontaneo","adj",1
"espontaneos","adj",1
"espontar","V",1
"espontear","V",1
"esporadico","adj",1
"esporadicos","adj",1
"esporar","V",0
"esporear","V",0
"esposar","V",1
"esposar-se","V",1
"espostejar","V",0
"espraiar","V",1
"espreguicar","V",1
"espreitar","V",1
"espremer","V",0
"espremida","adj",-1
"espremidas","adj",-1
"espremido","adj",-1
"espremidos","adj",-1
"espumante","adj",1
"espurco","adj",-1
"espuria","adj",-1
"espurias","adj",-1
"espurio","adj",-1
"espurios","adj",-1
"esquadrilhar","V",-1
"esquadrinhar","V",1
"esqualida","adj",-1
"esqualidas","adj",-1
"esqualido","adj",-1
"esqualidos","adj",-1
"esquartejar","V",1
"esquecedica","adj",-1
"esquecedicas","adj",-1
"esquecedico","adj",-1
"esquecedicos","adj",-1
"esquecer","V",1
"esquecer-se","V",1
"esquecida","adj",-1
"esquecidas","adj",-1
"esquecido","adj",-1
"esquecidos","adj",-1
"esqueciveis","adj",-1
"esquecivel","adj",-1
"esqueletica","adj",-1
"esqueleticas","adj",-1
"esqueletico","adj",-1
"esqueleticos","adj",-1
"esquematico","adj",1
"esquentada","adj",-1
"esquentadas","adj",-1
"esquentado","adj",-1
"esquentados","adj",-1
"esquentar","V",-1
"esquentar-se","V",1
"esquerda","adj",0
"esquerdas","adj",0
"esquerdina","adj",0
"esquerdinas","adj",0
"esquerdino","adj",0
"esquerdinos","adj",0
"esquerdista","adj",0
"esquerdistas","adj",1
"esquerdo","adj",0
"esquerdoide","adj",-1
"esquerdoides","adj",-1
"esquerdos","adj",0
"esquinada","adj",-1
"esquinadas","adj",-1
"esquinado","adj",-1
"esquinados","adj",-1
"esquipado","adj",1
"esquipatico","adj",1
"esquisita","adj",1
"esquisitas","adj",-1
"esquisitice","N",-1
"esquisito","adj",-1
"esquisitos","adj",-1
"esquiva","adj",-1
"esquivar","V",1
"esquivas","adj",-1
"esquivo","adj",-1
"esquivos","adj",-1
"esquizofrenia","N",-1
"esquizofrenica","adj",-1
"esquizofrenicas","adj",-1
"esquizofrenico","adj",-1
"esquizofrenicos","adj",-1
"esquizoide","adj",-1
"esquizoides","adj",-1
"esquizoidia","N",-1
"essenia","adj",0
"essenias","adj",0
"essenio","adj",0
"essenios","adj",0
"estabalhoado","adj",-1
"estabanada","adj",-1
"estabanadas","adj",-1
"estabanado","adj",-1
"estabanados","adj",-1
"estabelecer","V",0
"estabelecer-se","V",0
"estabelecida","adj",-1
"estabelecidas","adj",-1
"estabelecido","adj",-1
"estabelecidos","adj",-1
"estabilidade","N",1
"estabilizar","V",0
"estacada","adj",-1
"estacadas","adj",-1
"estacado","adj",-1
"estacados","adj",-1
"estacar","V",0
"estacionada","adj",-1
"estacionadas","adj",-1
"estacionado","adj",-1
"estacionados","adj",-1
"estacionar","V",0
"estadear","V",0
"estadear-se","V",1
"estadista","adj",1
"estafada","adj",-1
"estafadas","adj",-1
"estafado","adj",-1
"estafados","adj",-1
"estafante","adj",-1
"estafar","V",-1
"estagnada","adj",-1
"estagnadas","adj",-1
"estagnado","adj",-1
"estagnados","adj",-1
"estagnar","V",0
"estalada","adj",-1
"estaladas","adj",-1
"estalado","adj",-1
"estalados","adj",-1
"estalar","V",0
"estalar o verniz","IDIOM",-1
"estalicar","V",0
"estalinista","adj",0
"estalinistas","adj",0
"estampada","adj",-1
"estampadas","adj",-1
"estampado","adj",-1
"estampados","adj",-1
"estampar","V",1
"estancada","adj",-1
"estancadas","adj",-1
"estancado","adj",-1
"estancados","adj",-1
"estancar","V",0
"estanciar","V",1
"estanhada","adj",-1
"estanhadas","adj",-1
"estanhado","adj",-1
"estanhados","adj",-1
"estapafurdia","adj",-1
"estapafurdias","adj",-1
"estapafurdico","adj",1
"estapafurdio","adj",-1
"estapafurdios","adj",-1
"estaquear","V",-1
"estar","V",1
"estar a altura","IDIOM",1
"estar a altura de","IDIOM",1
"estar a anos luz de","IDIOM",-1
"estar a beira do precipicio","IDIOM",-1
"estar a deriva","IDIOM",-1
"estar a dormir","IDIOM",-1
"estar a dormir a sombra da bananeira","IDIOM",-1
"estar a falar para as paredes","IDIOM",-1
"estar a falar sozinho","IDIOM",-1
"estar a jeito","IDIOM",-1
"estar a nora","IDIOM",-1
"estar a pensar na morte da bezerra","IDIOM",-1
"estar a rasca","IDIOM",-1
"estar a rasquinha","IDIOM",-1
"estar a secar","IDIOM",-1
"estar a sombra da bananeira","IDIOM",-1
"estar ai para as curvas","IDIOM",1
"estar aliviado","vb adj",1
"estar ao deus dara","IDIOM",-1
"estar armado em carapau de corrida","IDIOM",-1
"estar as aranhas","IDIOM",-1
"estar as cegas","IDIOM",-1
"estar as turras com","IDIOM",-1
"estar ausente","vb adj",1
"estar bem","IDIOM",1
"estar casado","vb adj",1
"estar com a cabeca na lua","IDIOM",-1
"estar com a corda ao pescoco","IDIOM",-1
"estar com a corda na garganta","IDIOM",-1
"estar com a corda no pescoco","IDIOM",-1
"estar com a lagrima no canto do olho","IDIOM",-1
"estar com cara de caso","IDIOM",-1
"estar com dor de corno","IDIOM",-1
"estar com dor de cotovelo","IDIOM",-1
"estar com macacos na cabeca","IDIOM",-1
"estar com macacos no sotao","IDIOM",-1
"estar com macaquinhos na cabeca","IDIOM",-1
"estar com macaquinhos no sotao","IDIOM",-1
"estar com o coracao nas maos","IDIOM",-1
"estar com os azeites","IDIOM",-1
"estar com os pes para a cova","IDIOM",-1
"estar com um aperto no coracao","IDIOM",-1
"estar com=vontade","vb adv",-1
"estar de cabeca quente","IDIOM",-1
"estar de maos a abanar","IDIOM",-1
"estar de maos atadas","IDIOM",-1
"estar de maos e pes atados","IDIOM",-1
"estar de molho","IDIOM",-1
"estar de olhos vendados","IDIOM",-1
"estar de pes atados","IDIOM",-1
"estar de saude","IDIOM",1
"estar de tanga","IDIOM",-1
"estar de trombas","IDIOM",-1
"estar de=acordo","vb adv",-1
"estar de=volta","vb adv",1
"estar em baixo","IDIOM",-1
"estar em baixo de forma","IDIOM",-1
"estar em grande","IDIOM",1
"estar em grande forma","IDIOM",1
"estar em pedacos","IDIOM",-1
"estar em pele e osso","IDIOM",-1
"estar em=vigor","vb adj",1
"estar enterrado ate as orelhas","IDIOM",-1
"estar feito ao bife","IDIOM",-1
"estar feito barata tonta","IDIOM",-1
"estar feito com","IDIOM",-1
"estar fora de si","IDIOM",-1
"estar magoado","vb adj",1
"estar na lua","IDIOM",-1
"estar na retranca","IDIOM",-1
"estar nas maos de","IDIOM",-1
"estar nas sete quintas","IDIOM",1
"estar no bom caminho","IDIOM",1
"estar num beco sem saida","IDIOM",-1
"estar pelos cabelos","IDIOM",-1
"estar por um fio","IDIOM",-1
"estar sempre a bater na mesma tecla","IDIOM",-1
"estarola","adj",-1
"estarolas","adj",-1
"estarolice","N",-1
"estarrecer","V",1
"estarrecida","adj",-1
"estarrecidas","adj",-1
"estarrecido","adj",-1
"estarrecidos","adj",-1
"estar-se nas tintas","IDIOM",-1
"estatais","adj",0
"estatal","adj",0
"estatelada","adj",-1
"estateladas","adj",-1
"estatelado","adj",-1
"estatelados","adj",-1
"estatelar","V",1
"estatelar-se","V",-1
"estatica","adj",1
"estaticas","adj",0
"estatico","adj",0
"estaticos","adj",0
"estatuir","V",1
"estavanada","adj",-1
"estavanadas","adj",-1
"estavanado","adj",-1
"estavanados","adj",-1
"estaveis","adj",1
"estavel","adj",1
"estear","V",1
"estear-se","V",1
"estelante","adj",1
"estelar","adj",0
"estelares","adj",0
"estender","V",-1
"estender-se","V",0
"estendida","adj",-1
"estendidas","adj",-1
"estendido","adj",-1
"estendidos","adj",-1
"estentorea","adj",0
"estentoreas","adj",0
"estentoreo","adj",0
"estentoreos","adj",0
"estentorica","adj",0
"estentoricas","adj",0
"estentorico","adj",0
"estentoricos","adj",0
"estercar","V",0
"estereis","adj",-1
"estereo","adj",1
"estereoscopica","adj",0
"estereoscopicas","adj",0
"estereoscopico","adj",0
"estereoscopicos","adj",0
"estereotipada","adj",-1
"estereotipadas","adj",-1
"estereotipado","adj",1
"estereotipados","adj",-1
"estereotipo","adj",1
"esteril","adj",-1
"esterilecer","V",1
"esterilidade","N",-1
"esterilizar","V",1
"esterrecer","V",1
"estertorar","V",-1
"estetica","adj",1
"esteticas","adj",1
"estetico","adj",1
"esteticos","adj",1
"estiar-se","V",1
"esticada","adj",-1
"esticadas","adj",-1
"esticado","adj",-1
"esticados","adj",-1
"esticar","V",0
"esticar o pernil","IDIOM",-1
"estigmar","V",1
"estigmatizada","adj",-1
"estigmatizadas","adj",-1
"estigmatizado","adj",-1
"estigmatizados","adj",-1
"estilar","V",-1
"estiletear","V",-1
"estilhacada","adj",0
"estilhacadas","adj",0
"estilhacado","adj",0
"estilhacados","adj",0
"estilhacar","V",0
"estilhar","V",0
"estilizada","adj",-1
"estilizadas","adj",-1
"estilizado","adj",-1
"estilizados","adj",-1
"estilizar","V",0
"estilosa","adj",-1
"estilosas","adj",-1
"estiloso","adj",-1
"estilosos","adj",-1
"estimada","adj",1
"estimadas","adj",1
"estimado","adj",1
"estimados","adj",1
"estimar","V",1
"estimativa","adj",1
"estimaveis","adj",1
"estimavel","adj",1
"estimulada","adj",0
"estimuladas","adj",0
"estimulado","adj",0
"estimulados","adj",0
"estimulante","adj",1
"estimulantes","adj",1
"estimular","V",1
"estiolar","V",1
"estiolar-se","V",0
"estipendiar","V",1
"estipular","V",0
"estiracar","V",0
"estirada","adj",-1
"estiradas","adj",-1
"estirado","adj",-1
"estirados","adj",-1
"estirar","V",-1
"estivado","adj",1
"estivar","V",0
"estocar","V",-1
"estofar","V",1
"estoica","adj",-1
"estoicas","adj",-1
"estoico","adj",-1
"estoicos","adj",-1
"estoirada","adj",-1
"estoiradas","adj",-1
"estoirado","adj",-1
"estoirados","adj",-1
"estoirar","V",0
"estoiraz","adj",1
"estoiro","N",-1
"estolido","adj",-1
"estomagar","V",-1
"estonar","V",0
"estonteada","adj",-1
"estonteadas","adj",-1
"estonteado","adj",-1
"estonteados","adj",-1
"estonteante","adj",1
"estonteantes","adj",1
"estontecer","V",1
"estopar","V",-1
"estoquear","V",-1
"estorcer","V",1
"estorricar","V",1
"estorvar","V",-1
"estourada","adj",-1
"estouradas","adj",-1
"estourado","adj",-1
"estourados","adj",-1
"estourar","V",0
"estouraz","adj",1
"estouvada","adj",-1
"estouvadas","adj",-1
"estouvado","adj",-1
"estouvados","adj",-1
"estouvanado","adj",-1
"estrabar","V",0
"estrabica","adj",-1
"estrabicas","adj",-1
"estrabico","adj",-1
"estrabicos","adj",-1
"estracalhar","V",1
"estracalhar-se","V",1
"estracinhar","V",1
"estracoar","V",1
"estradear","V",0
"estragada","adj",-1
"estragadas","adj",-1
"estragado","adj",-1
"estragador","adj",1
"estragados","adj",-1
"estragar","V",0
"estralar","V",0
"estrambolica","adj",-1
"estrambolicas","adj",-1
"estrambolico","adj",-1
"estrambolicos","adj",-1
"estrambotica","adj",-1
"estramboticas","adj",1
"estrambotico","adj",-1
"estramboticos","adj",-1
"estramontado","adj",1
"estrangeira","adj",0
"estrangeirada","adj",-1
"estrangeiradas","adj",-1
"estrangeirado","adj",-1
"estrangeirados","adj",-1
"estrangeiras","adj",0
"estrangeiro","adj",0
"estrangeiros","adj",0
"estrangulada","adj",-1
"estranguladas","adj",-1
"estrangulado","adj",-1
"estrangulados","adj",-1
"estrangular","V",-1
"estranha","adj",0
"estranhar","V",0
"estranhas","adj",0
"estranhavel","adj",-1
"estranho","adj",0
"estranhos","adj",0
"estratagema","N",-1
"estrategica","adj",0
"estrategicas","adj",0
"estrategico","adj",0
"estrategicos","adj",0
"estravar","V",0
"estreante","adj",-1
"estreantes","adj",-1
"estrear","V",0
"estrecer-se","V",1
"estreita","adj",0
"estreitar","V",-1
"estreitas","adj",0
"estreito","adj",0
"estreitos","adj",0
"estrelado","adj",1
"estrelante","adj",1
"estrelar","V",1
"estremar","V",0
"estreme","adj",1
"estremecer","V",1
"estremunhada","adj",-1
"estremunhadas","adj",-1
"estremunhado","adj",-1
"estremunhados","adj",-1
"estrenua","adj",1
"estrenuas","adj",1
"estrenuo","adj",1
"estrenuos","adj",1
"estrepar","V",0
"estrepitar","V",1
"estrepitoso","adj",1
"estriar","V",0
"estribada","adj",1
"estribadas","adj",1
"estribado","adj",1
"estribados","adj",1
"estribar-se","V",1
"estricar","V",0
"estricta","adj",1
"estrictas","adj",1
"estricto","adj",1
"estrictos","adj",1
"estridente","adj",-1
"estridentes","adj",-1
"estridoroso","adj",-1
"estridulo","adj",-1
"estriduloso","adj",-1
"estrilar","V",1
"estrincar","V",0
"estringir","V",-1
"estrita","adj",-1
"estritas","adj",-1
"estrito","adj",-1
"estritos","adj",-1
"estrocar","V",0
"estroina","adj",-1
"estroinar","V",0
"estroinas","adj",-1
"estrompar","V",-1
"estroncar","V",1
"estrondar","V",0
"estrondear","V",0
"estrondosa","adj",1
"estrondosas","adj",1
"estrondoso","adj",1
"estrondosos","adj",1
"estropiada","adj",-1
"estropiadas","adj",-1
"estropiado","adj",-1
"estropiados","adj",-1
"estropiar","V",-1
"estrotejar","V",1
"estrugir","V",0
"estruir","V",-1
"estruturada","adj",0
"estruturadas","adj",0
"estruturado","adj",0
"estruturados","adj",0
"estruturar","V",1
"estruturar-se","V",1
"estudada","adj",0
"estudadas","adj",0
"estudado","adj",0
"estudados","adj",0
"estudantil","adj",0
"estudantis","adj",0
"estudar","V",0
"estudiosa","adj",1
"estudiosas","adj",1
"estudioso","adj",1
"estudiosos","adj",1
"estufar","V",1
"estugar","V",0
"estulta","adj",-1
"estultas","adj",-1
"estulto","adj",-1
"estultos","adj",-1
"estumar","V",0
"estupefaciente","adj",-1
"estupefacientes","adj",-1
"estupefacta","adj",-1
"estupefactas","adj",-1
"estupefacto","adj",-1
"estupefactos","adj",-1
"estupefata","adj",-1
"estupefatas","adj",-1
"estupefato","adj",-1
"estupefatos","adj",-1
"estupefazer","V",0
"estupeficar","V",0
"estupenda","adj",1
"estupendas","adj",1
"estupendo","adj",1
"estupendos","adj",1
"estupida","adj",-1
"estupidas","adj",-1
"estupidez","N",-1
"estupido","adj",-1
"estupidos","adj",-1
"estuporada","adj",-1
"estuporadas","adj",-1
"estuporado","adj",-1
"estuporados","adj",-1
"estuporar","V",0
"estuprada","adj",-1
"estupradas","adj",-1
"estuprado","adj",-1
"estuprados","adj",-1
"esturdio","adj",1
"esturrar","V",0
"esvaecer","V",1
"esvair-se","V",1
"esvair-se em sangue","IDIOM",-1
"esvanecer","V",1
"esvanecer-se","V",1
"esvazar","V",-1
"esvaziada","adj",-1
"esvaziadas","adj",-1
"esvaziado","adj",-1
"esvaziados","adj",-1
"esvaziar","V",-1
"eterea","adj",1
"etereas","adj",1
"etereo","adj",1
"etereos","adj",1
"eterna","adj",1
"eternas","adj",1
"eterno","adj",1
"eternos","adj",1
"etica","adj",1
"eticas","adj",1
"etico","adj",1
"eticos","adj",1
"etilizada","adj",-1
"etilizadas","adj",-1
"etilizado","adj",-1
"etilizados","adj",-1
"etnicas","adj",1
"eufonica","adj",1
"eufonicas","adj",1
"eufonico","adj",1
"eufonicos","adj",1
"euforica","adj",1
